user_id,game_id,rating
43955374,72850,4
110658990,72850,1
196066421,72850,4
49462664,72850,5
55975168,72850,5
187462398,72850,1
242937979,72850,1
79474322,72850,5
975449,72850,2
33865373,72850,5
17497581,72850,3
96588736,72850,1
126522515,72850,5
86469479,72850,1
91293844,72850,1
17995238,72850,5
53091150,72850,1
66650717,72850,2
48456902,72850,4
15221799,72850,2
133439936,72850,1
99083518,72850,4
58435428,72850,3
70778973,72850,5
93326304,72850,3
7015471,72850,4
91859894,72850,2
42771635,72850,1
126200826,72850,1
132418423,72850,2
94186745,72850,3
47384202,72850,3
105685427,72850,5
74521316,72850,5
80351692,72850,5
165239864,72850,1
44472980,72850,1
11161178,72850,5
103371488,72850,5
175447188,72850,5
127311699,72850,1
22301321,72850,2
92482012,72850,1
255728964,72850,5
122492047,72850,3
107743243,72850,5
106980036,72850,1
94019469,72850,1
59205262,72850,2
23225650,72850,1
80363319,72850,3
118031880,72850,1
181966419,72850,1
93275329,72850,1
94110492,72850,2
107913460,72850,5
108750879,72850,5
57603447,72850,1
71527252,72850,2
170172944,72850,2
302606492,72850,2
183315077,72850,1
65064340,72850,2
38465050,72850,2
51557405,72850,4
118554131,72850,4
124059151,72850,5
55367062,72850,5
94239910,72850,1
161991221,72850,3
59467141,72850,4
81579335,72850,1
58530556,72850,5
30246419,72850,1
80550861,72850,1
88199811,72850,5
155420511,72850,2
127272741,72850,3
35701646,72850,5
163281091,72850,1
121497634,72850,5
59005471,72850,5
259798464,72850,5
116912767,72850,5
11731710,72850,1
133404545,72850,2
52293096,72850,5
130312302,72850,2
160299889,72850,2
97571329,72850,2
177827103,72850,1
69849141,72850,5
181304845,72850,2
146145063,72850,3
107452765,72850,4
127335438,72850,2
46785501,72850,5
60210313,72850,5
96400571,72850,5
79073449,72850,2
45617627,72850,5
58761868,72850,5
112986636,72850,1
32102983,72850,5
101142088,72850,5
130547869,72850,5
27279261,72850,3
100769089,72850,1
98088157,72850,1
67729331,72850,5
90272527,72850,5
131610144,72850,1
59382844,72850,2
297821985,72850,1
105788297,72850,1
276958784,72850,1
182604873,72850,1
73513367,72850,3
17530772,72850,5
94335638,72850,5
121133260,72850,1
156565178,72850,1
83135348,72850,1
77194239,72850,4
98882747,72850,3
203092936,72850,3
97818502,72850,1
248549548,72850,5
51132884,72850,4
105445346,72850,1
103445207,72850,1
68719896,72850,2
80630217,72850,4
53245953,72850,5
199298990,72850,1
185079540,72850,5
105277989,72850,1
67244867,72850,1
240497102,72850,2
95369808,72850,2
118852041,72850,1
16084897,72850,5
131348564,72850,5
101695880,72850,3
99110207,72850,2
48798067,72850,4
62990992,72850,1
10302000,72850,2
152078939,72850,1
115487966,72850,2
65754991,72850,3
113546110,72850,5
44321815,72850,1
64023574,72850,3
101212067,72850,5
209340839,72850,4
19696244,72850,5
92250668,72850,1
124400480,72850,3
115996656,72850,1
92010366,72850,2
132748085,72850,2
49228258,72850,2
90033155,72850,1
92612763,72850,5
115167911,72850,5
94231294,72850,4
49624770,72850,3
159371621,72850,1
201023624,72850,2
10599862,72850,5
98848653,72850,2
76451157,72850,1
112547463,72850,2
108160472,72850,1
45592640,72850,5
46607365,72850,5
197652539,72850,2
165755355,72850,4
96696864,72850,5
149810726,72850,2
82287546,72850,1
114727578,72850,5
101596530,72850,5
30912860,72850,1
155919035,72850,1
156818121,72850,3
14126086,72850,5
59662830,72850,2
30061970,72850,3
31187179,72850,1
111163130,72850,2
61189155,72850,5
92503355,72850,2
40212239,72850,4
77127388,72850,5
112626210,72850,2
81672131,72850,3
8776918,72850,5
561758,72850,1
127072755,72850,1
12760368,72850,4
13190476,72850,5
75001116,72850,5
137610845,72850,3
144071257,72850,1
116876958,72850,2
92484390,72850,1
61772065,72850,2
187463594,72850,1
54819677,72850,5
8259307,72850,1
12144171,72850,5
11970504,72850,3
182593878,72850,5
96504332,72850,5
65145468,72850,2
86481908,72850,4
16645459,72850,2
110369840,72850,2
73195149,72850,5
163361275,72850,5
202427012,72850,1
224070533,72850,2
50032397,72850,5
132300630,72850,1
86041729,72850,5
58297398,72850,1
112199961,72850,1
71777065,72850,5
95037089,72850,5
250457669,72850,1
81439192,72850,5
294091752,72850,1
32126281,72850,1
207718097,72850,1
134322141,72850,2
171611544,72850,1
110478743,72850,1
150305902,72850,1
109598076,72850,1
134213189,72850,3
44545959,72850,4
220012683,72850,5
105243827,72850,3
258531019,72850,1
16154372,72850,5
67349307,72850,2
155624237,72850,1
172518437,72850,2
90104676,72850,2
39361297,72850,1
107028289,72850,5
277239386,72850,2
209608167,72850,5
50811344,72850,5
153841049,72850,1
14465359,72850,4
87694960,72850,1
67579257,72850,5
129240163,72850,5
95279056,72850,1
56436989,72850,4
126345126,72850,3
78309377,72850,1
161816812,72850,3
73495968,72850,3
192503967,72850,5
81170946,72850,3
44314169,72850,1
79243080,72850,5
139016142,72850,2
68200610,72850,3
58905429,72850,2
138725344,72850,4
51822361,72850,5
115567288,72850,4
60608576,72850,3
26762388,72850,5
186517004,72850,1
43160799,72850,2
11024186,72850,5
112849197,72850,1
103638409,72850,5
103848468,72850,1
69954842,72850,1
94851051,72850,1
38317154,72850,5
177625788,72850,4
164961511,72850,5
138482130,72850,1
206982761,72850,1
100096071,72850,5
144854157,72850,2
298178235,72850,1
196595568,72850,1
77980915,72850,5
105503045,72850,3
92436417,72850,5
174633348,72850,4
77214425,72850,2
95996939,72850,5
135147743,72850,1
85458882,72850,2
100894366,72850,2
74772820,72850,5
184314651,72850,5
58345543,72850,1
58931437,72850,1
166880158,72850,5
77818807,72850,3
124443679,72850,3
163432200,72850,5
140408017,72850,1
125912054,72850,3
80604456,72850,1
167194020,72850,5
140854798,72850,1
31669242,72850,3
49050405,72850,1
109328586,72850,5
102454403,72850,5
163712958,72850,5
6144819,72850,2
82071844,72850,1
133378280,72850,3
47457723,72850,3
47524459,72850,5
207477282,72850,3
48525807,72850,5
158655503,72850,2
85046830,72850,5
34281672,72850,1
210124834,72850,2
175918089,72850,2
108264287,72850,1
162288536,72850,5
124651043,72850,5
86540,72850,4
11300897,72850,3
119185179,72850,1
157235483,72850,3
92940732,72850,1
100993239,72850,3
104109817,72850,5
150033540,72850,4
91085389,72850,1
199659716,72850,2
91807066,72850,5
178003047,72850,2
99711581,72850,1
79319075,72850,1
20772968,72850,2
47384303,72850,4
114838001,72850,5
193103684,72850,5
92276000,72850,5
83148759,72850,5
92669869,72850,1
94396146,72850,1
85673716,72850,5
160767652,72850,5
126294907,72850,5
42657809,72850,5
87201181,72850,5
116564064,72850,1
99096740,72850,2
151603712,377160,5
87445402,377160,5
211925330,377160,5
115396529,377160,2
4834220,377160,2
65958466,377160,5
91800733,377160,4
43913966,377160,4
64787956,377160,3
68316900,377160,2
48028873,377160,3
131940023,377160,5
89732768,377160,3
115037563,377160,1
13565651,377160,2
65420540,377160,1
101690993,377160,5
53898495,377160,1
77830706,377160,1
76420334,377160,4
45974860,377160,3
39082468,377160,3
24469287,377160,5
39622853,377160,3
111754806,377160,4
99077905,377160,5
9128105,377160,2
12259303,377160,5
77124916,377160,5
2259650,377160,5
59115473,377160,2
233424343,377160,5
71390526,377160,5
234190577,377160,4
98624963,377160,5
183337134,377160,5
110906645,377160,1
298950,377160,5
62878249,377160,5
50801801,377160,1
173940259,377160,3
212570211,377160,1
100351493,377160,3
73518199,377160,5
100311267,377160,1
301299641,377160,1
46637811,377160,5
171067153,377160,5
170460109,377160,3
60859324,377160,5
33282871,377160,1
49893565,377160,5
66464409,377160,3
43684632,377160,2
94269421,377160,1
167302978,377160,1
86055705,377160,4
66255019,377160,4
39037163,377160,5
108007732,377160,2
70408902,377160,2
191126693,377160,5
30699429,377160,2
24721232,377160,5
51085779,377160,5
49462664,377160,3
96588736,377160,3
86469479,377160,2
15196746,377160,5
58435428,377160,2
43446880,377160,5
34919318,377160,1
99264709,377160,3
88035166,377160,5
11161178,377160,5
23225650,377160,1
80363319,377160,2
108750879,377160,5
57603447,377160,5
27403206,377160,2
71527252,377160,5
149143479,377160,5
124059151,377160,4
62481936,377160,4
58530556,377160,5
30246419,377160,5
80550861,377160,4
167167647,377160,4
88525821,377160,2
127335438,377160,5
185258131,377160,5
190191843,377160,2
58761868,377160,5
17530772,377160,4
156565178,377160,3
213720494,377160,2
11940338,377160,3
83135348,377160,3
185079540,377160,3
118852041,377160,1
16084897,377160,5
20704366,377160,3
48798067,377160,3
36557643,377160,4
19696244,377160,2
115167911,377160,5
199013605,377160,1
238169854,377160,2
124725852,377160,5
10599862,377160,5
122956129,377160,4
251635136,377160,2
167815968,377160,3
129117376,377160,3
31187179,377160,1
294585971,377160,5
40212239,377160,5
55755821,377160,1
8776918,377160,5
48626533,377160,1
13190476,377160,5
137610845,377160,5
12144171,377160,1
65145468,377160,5
40084096,377160,3
236496373,377160,4
188471612,377160,1
10253354,377160,4
95037089,377160,3
32126281,377160,5
109598076,377160,1
44545959,377160,4
14465359,377160,3
67579257,377160,2
161816812,377160,2
44314169,377160,1
59925638,377160,5
122094388,377160,1
38317154,377160,5
138482130,377160,4
298178235,377160,4
105503045,377160,1
92436417,377160,5
58289184,377160,5
135147743,377160,1
166880158,377160,4
31669242,377160,4
45353031,377160,1
6144819,377160,3
133378280,377160,5
47457723,377160,1
108264287,377160,2
36404933,377160,4
47384303,377160,2
92276000,377160,1
42657809,377160,3
154230723,377160,1
151603712,22380,1
53875128,22380,1
168031436,22380,4
48239695,22380,5
25096601,22380,1
72842694,22380,1
65229865,22380,5
65958466,22380,2
34177747,22380,5
121280370,22380,5
117531196,22380,2
64787956,22380,1
44482198,22380,4
167202599,22380,4
277679482,22380,1
75277726,22380,1
68049243,22380,4
48028873,22380,2
131940023,22380,5
72488020,22380,1
57974873,22380,5
13565651,22380,5
101690993,22380,5
106028574,22380,2
53898495,22380,4
77830706,22380,2
81585721,22380,2
75231491,22380,5
76420334,22380,1
83198547,22380,3
39082468,22380,5
24469287,22380,5
39622853,22380,1
11403772,22380,5
156879739,22380,3
126269125,22380,2
233424343,22380,3
71390526,22380,5
201889336,22380,3
1612666,22380,1
79715089,22380,1
110906645,22380,2
156297441,22380,5
298950,22380,5
173940259,22380,1
54293428,22380,5
186642906,22380,1
23717586,22380,5
75232211,22380,5
171067153,22380,2
102921672,22380,2
170460109,22380,3
36791999,22380,1
285860790,22380,2
66615366,22380,5
26465134,22380,3
74749851,22380,5
38049880,22380,1
49893565,22380,1
103260848,22380,3
27262175,22380,1
150789931,22380,5
74716918,22380,5
43684632,22380,1
94269421,22380,1
33706322,22380,2
15415372,22380,5
21061921,22380,3
66255019,22380,3
39037163,22380,5
55426012,22380,2
80128229,22380,2
55906572,22380,2
61506388,22380,1
54637394,22380,5
226095399,22380,5
49462664,22380,2
12985315,22380,1
55975168,22380,4
189734107,22380,1
33865373,22380,5
17497581,22380,4
96588736,22380,2
133024750,22380,2
66650717,22380,1
48456902,22380,1
7015471,22380,4
87601770,22380,3
8585433,22380,4
48449055,22380,5
75368808,22380,5
74521316,22380,5
88035166,22380,4
44472980,22380,4
103691417,22380,3
110304379,22380,2
23225650,22380,1
80363319,22380,4
156675178,22380,1
107913460,22380,5
108750879,22380,5
57603447,22380,1
27403206,22380,1
25863903,22380,2
71527252,22380,2
65064340,22380,1
58530556,22380,2
80550861,22380,1
88199811,22380,1
127272741,22380,3
35701646,22380,5
121497634,22380,3
80145435,22380,5
127335438,22380,3
46785501,22380,5
58761868,22380,2
142775542,22380,2
130547869,22380,5
81160212,22380,2
92542467,22380,3
63157803,22380,5
17530772,22380,2
93341815,22380,1
98882747,22380,5
248549548,22380,5
105445346,22380,5
53245953,22380,1
99384490,22380,1
185079540,22380,1
118852041,22380,1
131348564,22380,1
48798067,22380,3
36557643,22380,3
19696244,22380,5
115996656,22380,1
88152309,22380,5
83746733,22380,1
49228258,22380,1
72555195,22380,1
124725852,22380,5
42198457,22380,1
10599862,22380,2
70915652,22380,4
51941260,22380,5
161663718,22380,1
167417654,22380,3
74077887,22380,5
82287546,22380,5
14126086,22380,5
30061970,22380,1
111163130,22380,5
61189155,22380,2
46957399,22380,5
40212239,22380,5
77127388,22380,5
73721802,22380,1
55755821,22380,5
8776918,22380,5
13190476,22380,5
12144171,22380,1
65145468,22380,4
38731746,22380,1
16645459,22380,4
73195149,22380,5
10253354,22380,1
81439192,22380,1
101339059,22380,5
60744461,22380,5
32126281,22380,1
44545959,22380,4
105243827,22380,5
75240572,22380,5
101878879,22380,5
65350586,22380,1
172518437,22380,1
107028289,22380,5
94428876,22380,3
70489471,22380,2
73495968,22380,4
81170946,22380,1
44314169,22380,1
50818751,22380,1
59925638,22380,5
51822361,22380,5
117601858,22380,5
60608576,22380,2
26762388,22380,5
119239620,22380,3
11024186,22380,5
281535206,22380,1
31849177,22380,5
100096071,22380,4
105503045,22380,5
92436417,22380,1
95996939,22380,2
24632218,22380,3
74772820,22380,3
184314651,22380,1
58345543,22380,1
166880158,22380,5
92593907,22380,1
140408017,22380,1
31669242,22380,5
102454403,22380,4
47457723,22380,5
83928705,22380,2
129478138,22380,1
108264287,22380,1
124651043,22380,5
150033540,22380,5
91085389,22380,1
125682446,22380,4
36404933,22380,5
47384303,22380,5
120342002,22380,3
193103684,22380,1
92276000,22380,2
3979930,22380,3
42657809,22380,3
304834885,22380,1
135400225,22380,1
151603712,550,1
53875128,550,5
11373749,550,5
54103616,550,2
64350600,550,1
63276972,550,1
107886872,550,2
19586574,550,1
215540943,550,1
42928788,550,1
42061089,550,2
86338111,550,3
74232403,550,1
92914917,550,2
72842694,550,1
20200395,550,2
32498610,550,2
85714521,550,2
49767455,550,3
61676491,550,1
122803519,550,2
34177747,550,5
49350285,550,5
31727716,550,4
117129725,550,1
242242432,550,1
91800733,550,1
106760673,550,5
1950243,550,4
142183287,550,1
43913966,550,5
120725727,550,3
151397156,550,2
87071236,550,1
62317148,550,2
44482198,550,3
138570935,550,1
79411077,550,3
167202599,550,5
167106826,550,1
52907921,550,1
83420834,550,2
87832209,550,2
57798235,550,1
90541290,550,2
159777976,550,1
48028873,550,1
57433226,550,1
93413084,550,1
24366790,550,1
174415183,550,1
193156880,550,1
62545742,550,1
115037563,550,1
77279068,550,2
159946174,550,5
80164199,550,1
131032344,550,5
106147454,550,5
26430231,550,1
28064589,550,1
93644606,550,2
234108053,550,1
176539817,550,1
118792304,550,2
37827989,550,2
87734805,550,1
13565651,550,1
134967717,550,2
35729292,550,5
82020006,550,5
35009482,550,2
194670621,550,3
81585721,550,1
69009454,550,2
201737586,550,1
43360645,550,3
30425578,550,1
211544205,550,1
14417857,550,5
182422786,550,1
98649241,550,1
31733654,550,2
39622853,550,3
106806146,550,1
82046939,550,4
145927933,550,3
65872385,550,5
240405101,550,1
146427029,550,3
99077905,550,1
191477470,550,5
88344296,550,2
131785763,550,3
152585209,550,1
145825155,550,1
66052983,550,5
11207650,550,1
87341384,550,4
81556495,550,1
121900241,550,3
2259650,550,5
60296891,550,5
200913780,550,1
109669093,550,3
9180659,550,1
33214968,550,5
159677499,550,3
71390526,550,5
111130695,550,3
227490126,550,1
150282867,550,1
1612666,550,1
37435998,550,1
110906645,550,2
30440303,550,1
298950,550,2
55319994,550,5
62878249,550,5
153097805,550,4
115404202,550,3
171383863,550,3
64060101,550,3
36546868,550,3
170382539,550,3
102927775,550,3
72989129,550,1
152959594,550,1
69856757,550,3
195105284,550,5
121577821,550,2
28711405,550,3
46637811,550,1
171067153,550,1
116283279,550,3
149331941,550,5
116494569,550,1
3527485,550,1
37490443,550,2
61099969,550,1
160042745,550,2
118541865,550,2
297650024,550,1
26465134,550,4
148467772,550,2
67694595,550,1
106834867,550,2
38049880,550,2
33282871,550,1
49893565,550,5
89523414,550,1
49724738,550,1
213231597,550,1
46301758,550,5
153495323,550,1
103260848,550,5
34582304,550,2
29239329,550,1
135091121,550,1
235692659,550,1
239413586,550,1
18036199,550,3
33013552,550,1
152497084,550,1
174033209,550,1
61289147,550,1
7163917,550,3
167785065,550,5
148674157,550,2
52435421,550,1
159936874,550,5
145243748,550,1
136891549,550,1
21061921,550,2
160029841,550,1
86055705,550,1
58057627,550,2
3449240,550,4
39037163,550,3
55426012,550,5
109207860,550,1
25337857,550,5
180406842,550,2
108007732,550,1
65398650,550,5
144580725,550,5
80128229,550,1
105586920,550,1
151938509,550,1
77507107,550,2
63753977,550,1
159474046,550,1
55906572,550,2
71411882,550,3
110875215,550,1
64973908,550,2
209658229,550,5
80189887,550,5
142799594,550,3
54637394,550,5
118695833,550,2
131386705,550,1
4824107,550,5
24721232,550,1
122551425,550,1
44426653,550,1
122444332,550,1
45411694,550,2
29983962,550,5
151015947,550,1
127220350,550,1
68809194,550,1
174287424,550,1
158608850,550,5
37723786,550,5
43955374,550,5
49462664,550,5
156941467,550,1
161384593,550,2
64368515,550,1
124641717,550,2
186483761,550,1
975449,550,5
33865373,550,1
33580866,550,5
93189271,550,1
58953935,550,5
96588736,550,1
86469479,550,5
17995238,550,5
53091150,550,5
76296787,550,5
66650717,550,5
104870123,550,2
127992087,550,1
123338258,550,1
62811725,550,2
201757829,550,1
58435428,550,1
119619506,550,4
91859894,550,2
8585433,550,1
59099129,550,2
48449055,550,1
253961136,550,1
17017968,550,5
50600002,550,5
20366600,550,1
34919318,550,5
47384202,550,1
170485590,550,5
76787637,550,1
133997970,550,2
99264709,550,4
44472980,550,1
11161178,550,1
103371488,550,1
22301321,550,1
250284905,550,2
6928806,550,1
113752996,550,1
133938767,550,4
156675178,550,1
11794760,550,1
159842342,550,1
209087920,550,2
93275329,550,1
107913460,550,2
159595237,550,1
57603447,550,5
33622085,550,5
197302530,550,1
59536273,550,1
45957399,550,2
243540632,550,1
118554131,550,2
39834113,550,5
263993336,550,1
130351904,550,1
88525821,550,1
127272741,550,1
35701646,550,5
121497634,550,5
59005471,550,5
159535257,550,2
116912767,550,2
11731710,550,5
184554757,550,1
32710856,550,1
69828237,550,5
156071982,550,4
159428605,550,5
190191843,550,1
110107925,550,5
13556140,550,5
113186568,550,5
93882483,550,5
79073449,550,3
56901667,550,2
45617627,550,1
55761025,550,5
30913209,550,3
71510748,550,1
70075801,550,2
7907686,550,4
27279261,550,2
81160212,550,1
35177894,550,4
90272527,550,5
73564778,550,3
131610144,550,5
116024605,550,5
109175936,550,2
110104967,550,1
64079170,550,4
159734412,550,1
73513367,550,5
96914675,550,3
97667936,550,1
17530772,550,5
156565178,550,1
213720494,550,1
52731290,550,5
65152385,550,2
29302014,550,1
201978799,550,1
77194239,550,2
93341815,550,2
128207897,550,1
159158411,550,4
141402600,550,2
97614578,550,2
88661387,550,5
168881981,550,1
68719896,550,4
17567828,550,1
88775181,550,1
82352462,550,5
108771556,550,5
9563573,550,1
144412676,550,2
94936385,550,2
209238287,550,5
12195913,550,5
45807245,550,1
118852041,550,3
75738431,550,3
159852613,550,5
30572170,550,1
44169472,550,1
90154893,550,1
48798067,550,4
82203951,550,2
62990992,550,2
40280688,550,5
159077305,550,1
222050169,550,2
152078939,550,1
115487966,550,1
113546110,550,5
10450544,550,5
36557643,550,4
46028967,550,1
64023574,550,4
90711776,550,3
159377740,550,4
200059104,550,2
115996656,550,2
63895034,550,1
159865370,550,2
132748085,550,2
49228258,550,3
90033155,550,1
44755776,550,5
160055758,550,1
159371621,550,2
29753085,550,5
119937035,550,2
124725852,550,1
10599862,550,2
64027842,550,4
159812802,550,2
40051659,550,2
55672384,550,1
56014527,550,5
145512685,550,2
180438232,550,5
71318298,550,2
108160472,550,1
159994178,550,2
216261706,550,5
85497862,550,3
43284145,550,2
46951849,550,5
72978546,550,5
54402999,550,2
134224287,550,2
83625754,550,1
554278,550,1
110194091,550,3
95084569,550,2
183838531,550,2
83770731,550,2
82287546,550,1
114727578,550,2
101596530,550,5
108114779,550,2
33659046,550,3
156818121,550,5
59662830,550,1
86433707,550,1
151256632,550,3
31187179,550,5
111163130,550,3
2753525,550,1
61189155,550,4
17414305,550,1
150995572,550,2
27545486,550,5
37829487,550,1
234488787,550,1
67965357,550,1
143198617,550,2
103731895,550,1
273597380,550,1
8776918,550,1
561758,550,2
48626533,550,1
159484357,550,2
89488150,550,2
60611062,550,2
80494893,550,1
50797633,550,5
65533730,550,3
116876958,550,1
243522372,550,1
187463594,550,5
262195804,550,3
11970504,550,1
111551727,550,1
102295765,550,5
93259090,550,1
33518079,550,4
86481908,550,1
110369840,550,1
86041729,550,1
58297398,550,1
100719181,550,1
10253354,550,3
121865430,550,1
30519870,550,5
170201716,550,5
124776658,550,1
92595907,550,1
43936108,550,1
110843185,550,1
110546460,550,3
69942754,550,5
83090686,550,3
167901416,550,3
11149819,550,3
27169419,550,5
96556535,550,1
159835968,550,1
48175931,550,1
134322141,550,5
205285563,550,1
134213189,550,1
44545959,550,1
141513178,550,1
108878910,550,2
159411437,550,2
73481131,550,3
7955670,550,5
283264914,550,1
133268317,550,3
159841516,550,2
248254297,550,4
103411746,550,1
83975567,550,3
14465359,550,1
67579257,550,3
113321644,550,3
70489471,550,3
165216496,550,1
181002117,550,3
126345126,550,1
45030250,550,2
78309377,550,1
161816812,550,1
158974308,550,1
44314169,550,5
253813925,550,2
153148942,550,2
99802512,550,2
50818751,550,5
82156706,550,2
11807754,550,5
138725344,550,3
120113754,550,1
54999247,550,5
51822361,550,3
60608576,550,4
26762388,550,1
164761364,550,3
81591317,550,1
148362155,550,4
81678279,550,1
126191291,550,3
96149161,550,2
78053539,550,1
103638409,550,5
107554143,550,1
93108463,550,1
69954842,550,1
87040683,550,1
38317154,550,4
223646498,550,5
107984181,550,2
151998898,550,3
51382080,550,1
31849177,550,1
55352649,550,1
64319625,550,5
69953893,550,3
149840320,550,1
200673341,550,1
134641355,550,1
77214425,550,2
58289184,550,3
44370809,550,2
129162036,550,5
82263745,550,2
159398853,550,2
50275189,550,1
75598925,550,5
166136937,550,3
24632218,550,5
74772820,550,2
241210827,550,1
132196353,550,2
45292137,550,1
58345543,550,3
155673786,550,2
75182781,550,5
125912054,550,1
42298912,550,1
168324795,550,1
31669242,550,5
80471276,550,1
154296520,550,1
144188136,550,1
115324976,550,5
35864169,550,1
36978196,550,1
156426681,550,5
126595775,550,1
156946266,550,1
49050405,550,4
102454403,550,1
154230933,550,3
29706117,550,1
6144819,550,5
82071844,550,2
47457723,550,5
93300963,550,3
138044624,550,1
14702137,550,3
39941720,550,4
40652120,550,1
58330533,550,2
166669789,550,1
86540,550,2
162081645,550,1
159922493,550,1
156039980,550,1
71335402,550,2
94521606,550,1
21406272,550,1
123696203,550,1
181385269,550,2
112763045,550,5
140050187,550,1
164475918,550,2
125682446,550,1
210109243,550,2
36404933,550,1
53097340,550,2
80511960,550,4
68240622,550,2
48666962,550,4
100818860,550,1
112845094,550,5
156407373,550,1
174507916,550,1
60859695,550,2
159531216,550,2
42657809,550,1
87201181,550,3
116564064,550,1
58794630,550,1
34901647,550,3
90878103,550,5
72417734,550,5
73726855,550,1
125424716,550,2
151603712,238960,1
68224834,238960,2
60217594,238960,1
121360145,238960,5
12610800,238960,5
131940023,238960,1
216025815,238960,2
298505728,238960,1
7440594,238960,1
92393218,238960,1
166858869,238960,5
53898495,238960,1
136135322,238960,2
80779496,238960,2
11403772,238960,1
86912006,238960,5
122026623,238960,5
152959594,238960,1
73518199,238960,1
100311267,238960,1
73835640,238960,5
46637811,238960,1
199637398,238960,1
20464587,238960,3
26729643,238960,5
2083767,238960,1
67694595,238960,5
49893565,238960,3
117402082,238960,1
200524998,238960,4
21061921,238960,3
3449240,238960,5
171691017,238960,4
55906572,238960,1
183998097,238960,1
37723786,238960,1
49462664,238960,1
203765587,238960,1
17497581,238960,4
126522515,238960,1
150182632,238960,1
15221799,238960,1
58435428,238960,2
70778973,238960,1
8585433,238960,2
42771635,238960,5
216785107,238960,3
106980036,238960,1
33622085,238960,1
244485884,238960,1
166639984,238960,5
30246419,238960,1
